Name,Number_of_Ratings,Rating,Longitude,Latitude,Category
Happy for Intertainment,980.0,4.5,46.5329841,24.6345891,entertainment
House of Hype Riyadh,655.0,4.7,46.60437770000001,24.7678613,entertainment
Executives Hotel - Olaya,14.0,4.0,46.6780451,24.7089277,entertainment
ساعة مرح للترفيه,353.0,4.2,46.7441809,24.6197038,entertainment
Sparky's | سباركيز,1948.0,3.9,46.777179,24.773629,entertainment
باوزا,78.0,3.6,46.6298496,24.7548753,entertainment
(قفز و مرح) Jump&Joy,75.0,4.9,46.6655054,24.8384694,entertainment
تسعة سحب للترفية 9CLOUD,425.0,4.2,46.7504575,24.8251583,entertainment
اسكيب مشن | Escape Mission,739.0,4.6,46.6898794,24.7265469,entertainment
اي ام سبيشل,93.0,4.2,46.6745716,24.7114632,entertainment
جزيرة المرح 1,44.0,4.3,46.7870725,24.8621589,entertainment
مهرجان العاب,124.0,3.4,46.6432329,24.5596518,entertainment
تشكي تشيز | Chuck E Cheese,4771.0,4.1,46.771763,24.700977,entertainment
Fanta Park,60.0,4.2,46.6641875,24.7238125,entertainment
مركز لحظة سعيدة للترفيه,48.0,4.1,46.6610793,24.5158395,entertainment
عالم ارووش للترفيه,24.0,4.0,46.7541119,24.5734744,entertainment
عالم وناسة للترفيه,124.0,4.1,46.7778117,24.8108923,entertainment
قارب مائي ومنطقة لعب بالماء,81.0,4.1,46.7097748,24.6482474,entertainment
متعة ومرح للترفية,451.0,4.3,46.6262798,24.8710814,entertainment
Avalanche,20.0,4.8,46.6047109,24.7716681,entertainment
مفاجأة للترفيه,474.0,4.4,46.8056796,24.8432816,entertainment
FunXtreme Go Karting,678.0,4.2,46.577353,24.4587857,entertainment
RMROMA LAND,109.0,3.1,46.6232635,24.8100443,entertainment
مفاجأة للترفيه,476.0,4.4,46.54602999999999,24.5716392,entertainment
Billy Beez City,251.0,2.9,46.6683579,24.7721448,entertainment
zeezo World زيزو ورلد اشبيلية,116.0,4.1,46.7827992,24.7977435,entertainment
Adventurers Camp Qurtuba ادفانشر كامب,26.0,3.3,46.7343835,24.8128606,entertainment
GRAVITY WORLD,196.0,4.1,46.5351684,24.6206961,entertainment
Kiddos World,236.0,4.1,46.7295403,24.8255356,entertainment
ODYSSEY VR,82.0,4.9,46.6047191,24.7676167,entertainment
منكي لاند MonkeyLand,1522.0,4.7,46.7984375,24.7380625,entertainment
winter wonderland,6993.0,4.2,46.578483,24.8032776,entertainment
Mosary Arena,328.0,3.4,46.6757436,24.7973399,entertainment
Pixels Games | بكسلز,691.0,4.9,46.667472,24.813581,entertainment
Al Watan Park,11248.0,4.2,46.71182169999999,24.6450397,entertainment
SEVEN,17.0,4.0,46.7613463,24.6743735,entertainment
ملاهي ونوس فلامنجو,2358.0,4.0,46.6453019,24.5625718,entertainment
Dolphin Show,101.0,4.2,46.60156250000001,24.7789375,entertainment
I am Special,45.0,3.7,46.6369039,24.5591587,entertainment
Firstaiment,2171.0,4.0,46.7814478,24.8488481,entertainment
اسيتو خيال الشباب للترفيه Assetto Corsa,67.0,4.8,46.60233059999999,24.581468,entertainment
Riyadh Adventure | مغامرات الرياض,207.0,4.3,46.7820861,24.691145,entertainment
TORY LAND توري لاند,727.0,4.0,46.6427907,24.5612046,entertainment
Kidzzdom,671.0,4.1,46.6791641,24.7419201,entertainment
Prison Island Riyadh,381.0,4.7,46.729034,24.8264245,entertainment
Joyzone (جوي زون),1426.0,4.3,46.6430089,24.7983841,entertainment
مركز الصملة للترفيه | ALSAMLAH,724.0,4.3,46.78168489999999,24.751173,entertainment
ساحة الشفا,236.0,3.9,46.6980414,24.5578144,entertainment
Snow City,9285.0,3.9,46.7751323,24.6856998,entertainment
Saffori Land,5707.0,4.1,46.774714,24.685995,entertainment
Al Hokair Time,3226.0,3.9,46.7647916,24.6925673,entertainment
Faby land,86.0,3.7,46.6977048,24.6004151,entertainment
فور لاند للترفيه,252.0,4.0,46.5482954,24.6289572,entertainment
Happy Qim Entertainment,381.0,4.6,46.5089912,24.5443018,entertainment
Bounce N Play,74.0,4.7,46.681631,24.8310387,entertainment
Escape The room,691.0,4.8,46.6269336,24.7589736,entertainment
نطيطات الثمامه,14.0,3.9,46.7757742,24.8563095,entertainment
رمروما لاند,189.0,4.0,46.653814,24.6078792,entertainment
Go Non Stop Fun gaming,787.0,4.7,46.682432,24.7395414,entertainment
Love Land,118.0,4.5,46.72388489999999,24.5518782,entertainment
VOX Cinemas - Riyadh Park,9074.0,4.2,46.6294571,24.7578643,entertainment
Takenda Ishbiliyah تاكندا اشبيليا,51.0,4.6,46.7837653,24.7982227,entertainment
fun studio,22.0,3.8,46.7750963,24.723926,entertainment
Jungles Center,116.0,4.2,46.6385843,24.875453,entertainment
jump & joy,551.0,4.7,46.61693,24.8863337,entertainment
LAST HOUR,1576.0,4.9,46.6792294,24.7927875,entertainment
Vibes Bowling |فايبس بولينج,200.0,4.8,46.6085303,24.804789,entertainment
AlFanar Park,1010.0,4.3,46.9372939,24.5339818,entertainment
مركز مدينة قوس المطر للترفيه,80.0,4.3,46.6570249,24.582106,entertainment
مركز الطفل الذكي للترفيه Smart Child entertainment,14.0,4.6,46.71774,24.646991,entertainment
Billy beez,300.0,2.9,39.884155,21.391244,entertainment
فلة باور,332.0,4.3,46.6059327,24.7706015,entertainment
Blippi world عالم بليبي,22.0,3.6,46.6051278,24.7692235,entertainment
Legends Gaming - العاب الاساطير,103.0,4.9,46.6831714,24.8283598,entertainment
Billy Beez City - مدينة العاب بيلي,107.0,3.0,46.6972469,24.6001912,entertainment
Wadi Namar Playground,214.0,4.1,46.6836025,24.5717276,entertainment
Sala City,336.0,3.5,46.7282532,24.6957149,entertainment
مركز كواكب اللعب للترفيه,560.0,4.2,46.6207858,24.821605,entertainment
هابي للترفيه,383.0,4.2,46.7929372,24.8216859,entertainment
مدينة ألعاب رمروما,269.0,3.8,46.6813271,24.5607131,entertainment
Al Thumama,587.0,4.1,46.7044815,25.0738151,entertainment
I am special,115.0,4.1,46.69794419999999,24.6005571,entertainment
عالم أرووش للترفيه,79.0,4.3,46.8146223,24.7252602,entertainment
Saffori Land,2552.0,4.0,46.704861,24.6032895,entertainment
لحظة الفرح للترفية,144.0,4.3,46.6941875,24.5355625,entertainment
تموينات ومخابز كنوز الخيرات,105.0,4.4,46.57248329999999,24.6415502,groceries
تموينات عقيق الخير للتجارة,2.0,5.0,46.6300264,24.7698142,groceries
تموينات المستهلك,3.0,3.0,46.74098619999999,24.8230026,groceries
افضل تموينات Super market,6.0,3.7,46.64345429999999,24.5861302,groceries
تموينات الشاطري,8.0,3.9,46.7615464,24.5627379,groceries
تموينات المديفر,2.0,4.0,46.7458842,24.6758283,groceries
تموينات زينه الدانه للمواد الغذائية,3.0,4.7,46.8825912,24.5739636,groceries
تموينات,70.0,3.9,46.80096469999999,24.7576022,groceries
بقالة تفاحة الشرق,34.0,4.1,46.787084,24.8126752,groceries
Rawan supermarket,4.0,4.8,46.640131,24.825201,groceries
اسواق ومخابز جميراءحي العارض,32.0,3.8,46.61048650000001,24.8739986,groceries
تموينات ابراهيم,60.0,3.6,46.8085028,24.6997227,groceries
تموينات مها المطوع للمواد الغذائيه,150.0,3.9,46.6852732,24.761143,groceries
تموينات بهجة الريان,5.0,3.6,46.8698252,24.8066533,groceries
تموينات داود بن عبدالله بن ابراهيم حصامي شراحيلي,30.0,3.8,46.7100874,24.5487366,groceries
Okaz Supplies Store,158.0,3.9,46.6691932,24.5183441,groceries
Alenezi market,267.0,3.9,46.893322,24.7916402,groceries
تموينات الشرابية للمواد الغذائية,28.0,3.4,46.7623123,24.696418,groceries
تموينات superstore,14.0,4.2,46.66982549999999,24.7662086,groceries
تموينات ثمارنا,11.0,3.3,46.672877,24.6563699,groceries
Sallaty Supermarket,726.0,3.8,46.7075052,24.5481853,groceries
تموينات مشاعل حماد,21.0,4.0,46.8669945,24.8002587,groceries
Sumbolat alwusta,3.0,3.7,46.85372049999999,24.8110007,groceries
تموينات أحمد سعيد الطناج,36.0,3.6,46.6358547,24.6873747,groceries
تموينات مواد غذائية,2.0,3.0,46.683159,24.8353758,groceries
تِموينات,22.0,4.1,46.8552079,24.8053405,groceries
تموينات البحاري,15.0,3.9,46.6053771,24.6125778,groceries
Dome food Supplies,9.0,4.7,46.6800455,24.7043552,groceries
اسواق ومخابز اليرموك,63.0,2.6,46.7982012,24.8158507,groceries
تموينات اصداء القادسية,11.0,3.8,46.8185985,24.812998,groceries
بقالة,142.0,3.9,46.7744287,24.7643741,groceries
تموينات منوة الرياض,2.0,3.0,46.6922895,24.6349249,groceries
تموينات ماجد,2.0,4.5,46.7115525,24.6787547,groceries
JAPANESE & KOREAN MART RIYADH,497.0,4.1,46.7062909,24.6920615,groceries
تموينات عبد الله بن راشد صغير ال دحيم الدوسري,29.0,3.8,46.726067,24.5224069,groceries
تموينات الغاز للمواد الغذائية,49.0,3.9,46.8405822,24.5801954,groceries
تموينات أحد,89.0,3.0,46.8684635,24.6646321,groceries
market ten,40.0,4.7,46.5280682,24.6285083,groceries
تموينات اجمل مرحبا Hello mini market,14.0,3.6,46.6742889,24.6877065,groceries
زهرة جنان القصيم,320.0,4.1,46.6528915,24.7264805,groceries
تــــمــويـــنـات اثـــيـــر,35.0,3.4,46.7846723,24.8078295,groceries
تموينات خالد محمد عبد الرحمن الشويرخ,96.0,3.9,46.7896852,24.7371946,groceries
Budget Food Sanaya,623.0,4.0,46.8635384,24.5595108,groceries
Panda Supermarket,4469.0,4.0,46.7598761,24.5863908,groceries
بقالة دانة الخيرات,9.0,4.6,46.6416537,24.5709122,groceries
Al Ameen Market,1478.0,4.0,46.711678,24.6732497,groceries
تموينات ركن البسمه للمواد الغذائية,28.0,4.1,46.809957,24.7780595,groceries
تموينات ضاحية النرجس للمواد الغذائية,5.0,4.2,46.7513545,24.8076098,groceries
بقاله سعر اليوم,12.0,4.7,46.77985899999999,24.6883449,groceries
Dolphin Mini Market,200.0,3.9,46.6667847,24.7025782,groceries
Mini Market Al - Saudia,78.0,4.0,39.1595039,21.5686838,groceries
مخيم ابو نايف العنزي,0.0,0.0,46.9523199,24.8581908,groceries
تموينات ابراهيم جواد,39.0,3.9,46.71013259999999,24.5363192,groceries
تموينات ابتسام,91.0,3.7,46.8072705,24.6878973,groceries
تموينات سلة ارياف الفيحاء للمواد الغذائية,54.0,3.9,46.8088542,24.6806391,groceries
تموينات ابراهيم بن محمد بن ابراهيم المهنا,20.0,4.2,46.6883357,24.6206512,groceries
اسواق جنان الشرق المركزيه فرع6 حي العارض,0.0,0.0,46.6071477,24.8629274,groceries
تموينات رضا المستهلك,11.0,5.0,46.8096119,24.6754794,groceries
مخازن سوبرماركت _ حي الجنادرية,539.0,4.0,46.8789932,24.8168939,groceries
Majed mahsro al buqmi super market,15.0,3.8,46.7652598,24.7430976,groceries
تموينات سالم محمد حمدان الشهري,7.0,4.4,46.7129009,24.610253,groceries
تموينات السبيعي,9.0,5.0,46.6206997,24.4876657,groceries
تموينات نجمة الموارد للمواد الغذائية,7.0,4.1,46.7758322,24.5545676,groceries
تموينات نهال نجد فرع حي أحد,1.0,5.0,46.6327626,24.4881765,groceries
تموينات محطة العطير,19.0,3.8,46.8746971,24.8109247,groceries
Bismillah supermarket,10.0,4.9,46.8514665,24.6683894,groceries
بقالة الشملان,7.0,4.9,46.6424958,24.5714309,groceries
بقالة شمس الدين,7.0,4.0,46.8517061,24.7927067,groceries
Grocery shop محل بقالة,34.0,4.2,46.7153384,24.6521955,groceries
تموينات اموج الغدير,36.0,4.2,46.6910379,24.5562902,groceries
Kinda qirawan Supermarket,79.0,3.7,46.5972089,24.8386794,groceries
تموينات عروض الكيف التجارية,73.0,4.1,46.7188743,24.5458048,groceries
تموينات ارياف السنبلة ARIYAAF SUMBULA SUPER MARKET,4.0,4.5,46.6871413,24.6243484,groceries
El-Bashaer super market,7.0,4.1,46.638577,24.4900277,groceries
Central commissary,29.0,3.9,46.79751419999999,24.5612808,groceries
تموينات بندرمحمد الشبيب,48.0,4.0,46.7596327,24.5592958,groceries
اسواق حديقة التسوق,20.0,3.8,46.8589639,24.8063227,groceries
بقاله برمه,3.0,3.0,46.8333034,25.0194167,groceries
تموينات باب طيبة للمواد الغذائية ولوازم الرحلات,11.0,3.9,46.8724682,24.7963672,groceries
تموينات الشمراني,13.0,3.4,46.5869474,24.6004947,groceries
تموينات سلة زاد الغذاء,38.0,4.2,46.7186107,24.6855601,groceries
تموينات و مخبز السيحاني,71.0,4.1,46.7601011,24.8342587,groceries
تموينات زمان أول للمواد الغذائية,68.0,4.3,46.8106854,24.7691596,groceries
تموينات سبعة وعشرين,17.0,3.5,46.5854066,24.5963882,groceries
تموينات نوف,1.0,5.0,46.7018237,24.5698602,groceries
LuLu Express - Diplomatic Quarter,606.0,4.5,46.6193391,24.6680872,groceries
بقالة جبران,35.0,3.7,46.808058,24.6653986,groceries
تموينات جبل ملكان اثنين للمواد الغذائيه فرع ٢,5.0,5.0,46.8314804,24.6889167,groceries
DEEHAN SUPERMARKET,6.0,3.7,46.6766265,24.5742551,groceries
بقالة لمسة شبرا,3.0,3.7,46.67437839999999,24.5742084,groceries
تموينات متعب بن محمد بن إبراهيم كعكم للمواد الغذائية,6.0,4.3,46.7683441,24.722248,groceries
Abdul Rahman Saloum Supplies,6.0,4.0,46.8132696,24.7242777,groceries
بقالة النزهة الجديدة,0.0,0.0,46.713176,24.7648126,groceries
تموينات نواف عايض عواض الرحيمي المطيري للمواد الغذائية,18.0,4.4,46.83086609999999,24.7427822,groceries
تموينات أسطورة الخليج,0.0,0.0,46.6752957,24.7135517,groceries
Supermarket,132.0,3.9,46.9205504,24.8554747,groceries
اسواق ومخابز سهول نجد,166.0,3.7,46.8142548,24.8109551,groceries
تموينات مشنان,47.0,3.7,46.6394163,24.7096109,groceries
تموينات بيتنا,36.0,3.4,46.7649458,24.8033898,groceries
تموينات كنز المستهلك,2.0,5.0,46.6676656,24.8686074,groceries
أسواق درع العروبة,76.0,4.0,46.6182994,24.6644697,groceries
هابي فاميلي,99.0,4.0,46.7934205,24.814167,groceries
متجر بقالة,33.0,3.5,46.6295314,24.5143155,groceries
Basmati Al ayadi supermarket,0.0,0.0,46.77530729999999,24.7373493,groceries
تموينات قناديل البنفسج,9.0,4.2,46.8467676,24.7967472,groceries
تموينات عقلا القيروان,47.0,4.1,46.5938469,24.8246691,groceries
Green lines supermarket 53,65.0,4.0,46.7713375,24.7467518,groceries
‏أسواق عافية المستهلك للمواد الغذائية,20.0,3.6,46.871108,24.8132561,groceries
تموينات القبيسي,59.0,4.2,46.6295727,24.7883289,groceries
تموينات الحربي,160.0,3.8,46.8372119,24.7123049,groceries
تموينات سلطان الحي,18.0,3.3,46.8323641,24.7534466,groceries
تموينات بدر ماركت,26.0,4.6,46.7059465,24.9165609,groceries
Ahmad Supermarket تموينات أحمد,63.0,4.0,46.7613165,24.5626042,groceries
"Arzaq al qassim,al yasmin",1399.0,4.1,46.6577072,24.8255006,groceries
Taminat Sarah Saad Abdulmalik Alotaibi,8.0,5.0,46.6078656,24.8724646,groceries
Mini supermarket,14.0,4.4,46.76095919999999,24.5631943,groceries
تموينات ركن هيت للمواد الغذائيه,5.0,4.8,47.0002793,24.4439224,groceries
تموينات درع الشمال supermarket,18.0,5.0,46.6703226,24.6487494,groceries
تموينات طيف النرجس,38.0,4.1,46.66859119999999,24.8451148,groceries
BAQALA,8.0,3.8,46.9156083,24.5128047,groceries
تموينات و مخابز مدار العارض,39.0,4.2,46.7876463,24.5798088,groceries
تموينات هند دخيل محمد العريدي,49.0,3.8,46.7613038,24.6513488,groceries
تموينات جمانة المطيري,11.0,5.0,46.8440701,24.7284137,groceries
تموينات سلمي حمد بن حمود الشمري kirmat superstore,0.0,0.0,46.7759288,24.7382028,groceries
أسواق الفارس - تموينات,80.0,3.7,46.5942885,24.8144544,groceries
تموينات عبدالمحسن طراد الخالدي للمواد الغذائية,6.0,3.2,46.8008175,24.8322665,groceries
مدري,0.0,0.0,46.8034933,24.9311103,groceries
تموينات خيرات المعذر المركزي,1.0,4.0,46.6633049,24.6704883,groceries
تموينات بلد الوليد,45.0,4.2,46.7830606,24.8128823,groceries
Al Bustan Central Markets,247.0,4.2,46.8154501,24.6779291,groceries
تموينات مثلث الخير,43.0,4.0,46.7780874,24.7650943,groceries
تموينات نورة فراج محمد السبيعي,3.0,3.3,46.7421237,24.804237,groceries
تموينات للمواد الغذائية,33.0,3.9,46.8293187,24.7065795,groceries
Refrigerator and markets Sunrise,158.0,4.0,46.5757753,24.5767116,groceries
تموينات سلات الخير,2.0,5.0,46.6552043,24.5861192,groceries
Khalid Store,12.0,3.4,46.7500631,24.61972,groceries
Mahadi Maran Namar Al Anazy Super Market,43.0,4.2,46.702045,24.7530877,groceries
Zad Qurtubah Mini Market,99.0,3.7,46.7464331,24.8076905,groceries
تموينات توت النور,32.0,3.4,46.8134586,24.6804408,groceries
تموينات روك العربية المحدودة للمواد الغذائية,4.0,4.0,46.6567851,24.5868626,groceries
تموينات سعد سعيد,2.0,4.5,46.7063623,24.6697242,groceries
تموينات زاوية اجود للمواد الغذائية,1.0,5.0,46.6243833,24.8763085,groceries
تموينات واسواق ربوع الشفا,71.0,3.7,46.71101669999999,24.5788281,groceries
Madina super market,5.0,2.6,46.7742193,24.7609955,groceries
ᗰᑌᑎEᖇᖇᗩ ᔕᑌᑭEᖇᗰᗩᖇKET,5.0,3.2,46.848461,24.696368,groceries
Bakala,1.0,4.0,46.9584357,24.4807772,groceries
تموينات كارن للمواد الغذائية,20.0,3.6,46.6622281,24.8774238,groceries
تموينات مسفر حسن العاطفي,67.0,3.7,46.6016584,24.5647897,groceries
بقاله علي فارس,6.0,2.7,46.6187718,24.6374269,groceries
تموينات محطة فيول,15.0,3.8,46.6556294,24.5696466,groceries
Market Thmarana,16.0,2.6,46.594731,24.6332339,groceries
تموينات مزنه حمود محسن الحربي للمواد الغذائية,2.0,3.0,46.8551404,24.6911209,groceries
تموينات أبراج الغدير,26.0,4.0,46.6634585,24.5420187,groceries
تموينات يوسف عبد العزيز عبد الله الحواس,56.0,3.8,46.81497299999999,24.7058534,groceries
Fares Supermarket,156.0,3.8,46.577442,24.6540501,groceries
تموينات اشواق هزاع العنزي,3.0,5.0,46.8637491,24.805954,groceries
Atteen Grocery Store and Bakery.,1522.0,4.1,46.6245371,24.8575261,groceries
تموينات نادر للمواد الغذائية,4.0,3.0,46.89229479999999,24.816021,groceries
Tamuynat Lubna Al Muhana,83.0,4.1,46.825473,24.7758097,groceries
تموينات رحال للمواد الغذائية,2.0,3.0,46.6523908,24.8142284,groceries
FOODHNAA SUPERMARKET أســــواق,4.0,5.0,46.60281850000001,24.8304449,groceries
تموينات حمود بن عبدالله بن علي السالم,27.0,4.3,46.6947391,24.6967012,groceries
تموينات الجعفري,17.0,4.4,46.6980137,24.6278993,groceries
Tania company,1.0,5.0,46.9749648,24.4766538,groceries
تموينات عمري,6.0,4.0,46.6176511,24.4880931,groceries
تموينات عاصم للمواد الغذائية,45.0,3.8,46.8472089,24.5678744,groceries
تموينات حمد مسفر الدوسري,17.0,3.8,46.5710172,24.7531524,groceries
FRUIT CLUSTERS MARKET,336.0,4.1,46.6152839,24.8057994,groceries
تموينات المحاولة,19.0,3.7,46.6745753,24.6431424,groceries
Rafeek super market,3.0,3.0,46.6056805,24.5744414,groceries
تموينات سالم الشهراني,2.0,2.5,46.7141821,24.7598746,groceries
تموينات خيارات الجود محطة فيولكس,5.0,5.0,46.74249409999999,24.6628844,groceries
Supermarket Al Hazm,4.0,5.0,46.6529593,24.5417617,groceries
تموينات شهد البيان للمواد الغذائية,96.0,4.0,46.8535457,24.7948046,groceries
أسواق اليرموك,32.0,3.1,46.8643686,24.6742608,groceries
بقالة أبراج الصحافة,67.0,3.9,46.640107,24.806125,groceries
تموينات ناصر جالي الحربي (بساتين نجد),266.0,4.0,46.8545232,24.6899222,groceries
سدرة ماركت,21.0,3.9,46.8668297,24.8082679,groceries
تموينات عبدالله محمد بن جارالله,3.0,3.7,46.5892823,24.8772589,groceries
تموينات سلة اسيا فرع العارض,18.0,3.8,46.6265271,24.8806442,groceries
تموينات عبدالرزاق,11.0,3.0,46.7067135,24.5262056,groceries
تموينات امواج النظيم,8.0,3.9,46.89006819999999,24.8122584,groceries
تموينات بهجة التواصل,35.0,4.5,46.6731473,24.7000341,groceries
تموينات اوان الفيصل,20.0,4.1,46.7399453,24.6181369,groceries
تموينات أوان الورد,22.0,4.0,46.8551495,24.7258635,groceries
Aqla Super Market,17.0,4.1,46.6648428,24.8586295,groceries
تموينات زوايا الطيبات,271.0,4.1,46.57369749999999,24.646382,groceries
Samha Bandar Muhammad Al Rashid Supermarket,24.0,4.0,46.75460220000001,24.6735491,groceries
تموينات مفاصل,2.0,3.0,46.6556941,24.8204503,groceries
تموينات عوض مقبل سويرح الحربي,6.0,4.2,46.7699082,24.7669388,groceries
تموينات سلسلة الطائف,30.0,4.0,46.79576060000001,24.5563422,groceries
Al Mawad Minimarket,31.0,4.1,46.775061,24.7281408,groceries
اسواق سلتي للمواد الغذائيه,94.0,3.9,46.5767278,24.7495519,groceries
Supermarket تموينات,8.0,4.6,46.7627167,24.7234885,groceries
Aljazera Supermarket,841.0,4.2,46.6229613,24.7669052,groceries
سوبر ماركت 24h,21.0,3.8,46.8327935,24.7255837,groceries
تموينات التاج,19.0,3.9,46.8362646,24.7133366,groceries
هنا دمشق,24.0,4.5,46.6992616,24.707394,groceries
تموينات صالح طليحان فاطم الميراثي المطيري للمواد الغذائية,15.0,3.1,46.8435906,24.8020691,groceries
بقالة شوق الصحراء,2.0,5.0,46.6691884,24.6253888,groceries
بقالة حسن أحمد عبدالله حكمي للمواد الغذائية,0.0,0.0,46.7102508,24.6101768,groceries
تموينات حور,84.0,3.7,46.7658879,24.7639523,groceries
تموينات سلة الشهر,10.0,4.7,46.6820421,24.5789615,groceries
Bounties Yarmouk markets,20.0,3.6,46.8005356,24.8089881,groceries
Tamwenat babul alkherat,13.0,3.6,46.6086925,24.7391862,groceries
أسواق صحاري,38.0,3.6,47.0254188,25.012944,groceries
تموينات سمر الندى,241.0,4.1,39.705993,21.3119141,groceries
تموينات راس الخليج,27.0,3.7,46.7190417,24.7824422,groceries
تموينات فهد المطيري,12.0,3.1,46.87655789999999,24.8187366,groceries
تموينات عروض,12.0,3.5,46.6466029,24.532307,groceries
تموينات الغراش,6.0,3.2,46.7945349,24.6876694,groceries
بقالة فواز,18.0,3.6,46.8456035,24.7300033,groceries
تموينات نوف محمد شايع المسعر,20.0,3.9,46.8045138,24.5690174,groceries
super market,46.0,4.2,46.664584,24.6746321,groceries
تموينات سلطان للمواد الغذائية,7.0,4.1,46.8064644,24.7367384,groceries
بقالة سواعد القصيم,154.0,3.9,46.8509368,24.8578896,groceries
تموينات مرزوق للمواد الغذائية,39.0,3.8,46.6691075,24.6257476,groceries
ركن حارتنا للمواد الغذائية,18.0,4.8,46.8105787,24.6769828,groceries
Flower Supermarket Alrajabh,532.0,3.9,46.846947,24.5598739,groceries
تموينات اميره للمواد الغذائية,4.0,3.0,46.83084179999999,24.5699276,groceries
تموينات حور الغذاء,11.0,2.0,46.8988798,24.8081534,groceries
تموينات الجعيدي,63.0,4.3,46.7010526,24.6797616,groceries
Grocery store,162.0,4.0,46.6833505,24.6745719,groceries
Aldumaikhi Grocery,116.0,4.2,46.6075129,24.575465,groceries
تموينات ناشي محمد النفيعي,2.0,2.5,46.8427418,24.7488829,groceries
تموينات أيمن عبدالعزيزحجازي,63.0,4.1,46.6912989,24.7035323,groceries
Assilan Grocery,9.0,3.7,46.59366,24.6529483,groceries
تموينات شركة اسواق و مخابز طيف الجوهرة,16.0,3.8,46.7624806,24.5669641,groceries
اسواق شركة مدار العارض التجارية,32.0,3.3,46.6187906,24.9098089,groceries
اسواق وخضار مواد غذائيّة مصايف البيان,1.0,5.0,46.85324079999999,24.8941259,groceries
تموينات صفاء للمواد الغذائيه,33.0,4.2,46.7586212,24.6236979,groceries
اسواق بوابة البيت المركزية,54.0,4.3,46.6646226,24.6746289,groceries
بقالة فهد العنزي,17.0,3.4,46.8514992,24.7269607,groceries
تموينات فود العوالي,36.0,3.9,46.5845451,24.5599069,groceries
تموينات السحاب /محمد سليمان,12.0,4.3,46.7813729,24.7045549,groceries
Bandar Supermarket,35.0,4.1,46.6637822,24.7605367,groceries
تموينات هيفاء الشمريGrocery Store,21.0,4.0,46.7491032,24.8011632,groceries
تموينات الوطن,0.0,0.0,46.838978,24.873618,groceries
تموينات ركن المهل - Slow Down Corner Grocery,56.0,3.7,46.7001025,24.7063763,groceries
تموينات سلسة الجزيرة,13.0,4.2,46.8437591,24.6400744,groceries
تموينات الدوسري للمواد الغذائية,23.0,2.7,46.8146824,24.7583308,groceries
تموينات اطيب الأماكن,77.0,3.9,46.6462436,24.6125214,groceries
Ahmed Al-Zahrani Supermarket,29.0,3.6,46.5940415,24.5550052,groceries
AlSadhan Supermarket Almanar,5681.0,3.9,46.7847591,24.7277604,groceries
تموينات شاهر,1.0,4.0,46.8514826,24.8007263,groceries
تموينات العبق الدمشقي,30.0,4.7,46.7725337,24.5673799,groceries
ثمار الأجداد,25.0,3.9,46.6340628,24.8616059,groceries
تموينات مشعل سعيد المهري فرع الجرديه,7.0,4.4,46.6916471,24.6169696,groceries
تموينات عبد الرحمن بن عبد العزيز المنصور للمواد الغذائية,12.0,4.3,46.693199,24.6154352,groceries
تموينات مشاعل محمد العتيبي,29.0,3.5,46.8291875,24.8491875,groceries
أسواق دكان الاسكان,22.0,3.3,46.8385425,24.5686305,groceries
تموينات سلة الركن,13.0,2.8,46.6040477,24.6297361,groceries
Market 24 hours,1.0,5.0,46.8322294,24.918331,groceries
بقالة درة الهدا للمواد الغذائية,8.0,4.6,46.6777515,24.7320983,groceries
تموينات زاد بلس,7.0,3.3,46.63571109999999,24.614237,groceries
Save.sa سيف,14.0,4.4,46.61456339999999,24.9044952,groceries
تموينات الهاشم,14.0,4.4,46.8111519,24.7072698,groceries
تموينات جناين الريث,3.0,3.7,46.6852456,24.5344598,groceries
Harthy Supplies Store,15.0,3.6,46.6189215,24.6037429,groceries
تموينات نبع احد,4.0,5.0,46.6550277,24.5296456,groceries
مؤسسه عبدالرحمن سعد الحميد,27.0,4.1,46.6089097,24.8182513,groceries
تموينات.الصيعري,11.0,3.3,46.6860167,24.5277995,groceries
Panda,3605.0,4.0,46.7573125,24.7680625,groceries
تموينات خير الرجبة للمواد الغذائية,21.0,4.0,46.6043846,24.5927986,groceries
بقالة ابو اسماعيل,15.0,4.6,46.8122363,24.7288457,groceries
Promo Mart,13.0,3.8,46.8144687,24.7429316,groceries
Basem Super Market,38.0,3.2,46.8263196,24.7787514,groceries
تموينات العمار,54.0,3.7,46.6680612,24.5827153,groceries
تموينات عبق اليمامة 4,1.0,5.0,46.6913648,24.5367494,groceries
Kokeb al jumrud supermarket,6.0,3.0,46.8273526,24.7793597,groceries
تموينات عقلا,168.0,3.8,46.7821601,24.6807019,groceries
تموينات اهل جلاجل,1.0,3.0,46.8168626,24.7685485,groceries
Tayeba Supermarket/তায়েবা সুপারমার্কেট,37.0,4.1,46.8605364,24.6117003,groceries
أسواق نوف المركزية,23.0,2.7,46.9876377,24.4538145,groceries
Farm Markets,3555.0,4.0,46.6460965,24.8115974,groceries
بقاله,28.0,3.8,46.7959671,24.7179326,groceries
تموينات درة الرقي,9.0,3.3,46.62928770000001,24.5144431,groceries
SUPER MARKET,10.0,4.9,46.9132298,24.5038378,groceries
تموينات وادي الاغذية,2.0,5.0,46.88259739999999,24.5739666,groceries
تموينات توب مارت,76.0,3.8,46.6707832,24.5104819,groceries
